Source IP,Destination IP,Source Port,Destination Port,Payload Length,Timestamp,Protocol ID,Protocol Name,Packet Size,Flow Size
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811805,6,TCP,86,460
200.204.40.71,77.244.224.50,35557,35762,-1,1564319811810,6,TCP,66,307
200.204.40.71,77.244.224.50,35557,35762,-1,1564319811810,6,TCP,66,308
200.204.40.71,77.244.224.50,35557,35762,-1,1564319811810,6,TCP,66,309
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811818,6,TCP,1514,461
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811818,6,TCP,1514,462
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811818,6,TCP,1514,463
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811820,6,TCP,1514,464
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811820,6,TCP,1514,465
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811821,6,TCP,86,466
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811821,6,TCP,86,467
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811821,6,TCP,86,468
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811821,6,TCP,86,469
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811822,6,TCP,86,470
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,471
200.204.40.30,77.244.224.50,35557,58476,123,1564319811853,17,UDP,165,75
200.204.40.30,77.244.224.50,35557,58476,18,1564319811853,17,UDP,60,76
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,472
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,473
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,474
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,475
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,476
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,477
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,478
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,479
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,480
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,481
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,482
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,483
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,484
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,485
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811853,6,TCP,1514,486
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,487
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,488
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,489
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,490
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,491
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,492
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,493
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,494
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,495
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,496
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,497
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,498
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811854,6,TCP,1514,499
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811862,6,TCP,78,500
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811862,6,TCP,78,501
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811862,6,TCP,78,502
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811862,6,TCP,66,503
77.244.224.50,200.204.40.30,58476,35557,28,1564319811862,17,UDP,70,77
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811862,6,TCP,66,504
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,505
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,506
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,507
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,508
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,509
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,510
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,511
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,512
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,513
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,514
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,515
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,516
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,517
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,518
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811868,6,TCP,66,519
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811872,6,TCP,66,520
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811872,6,TCP,66,521
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811872,6,TCP,66,522
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811872,6,TCP,66,523
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811872,6,TCP,66,524
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811872,6,TCP,66,525
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811873,6,TCP,66,526
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811877,6,TCP,1514,527
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811877,6,TCP,1514,528
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811877,6,TCP,1514,529
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811877,6,TCP,1514,530
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811879,6,TCP,66,531
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811879,6,TCP,66,532
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811879,6,TCP,66,533
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811879,6,TCP,66,534
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811880,6,TCP,1514,535
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811880,6,TCP,1514,536
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811881,6,TCP,66,537
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811882,6,TCP,1514,538
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811882,6,TCP,1514,539
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811884,6,TCP,66,540
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811884,6,TCP,1514,541
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811884,6,TCP,1514,542
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811885,6,TCP,1514,543
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811887,6,TCP,1514,544
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811887,6,TCP,1514,545
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811887,6,TCP,66,546
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811888,6,TCP,66,547
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811888,6,TCP,66,548
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811889,6,TCP,1514,549
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811889,6,TCP,1514,550
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811889,6,TCP,66,551
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811891,6,TCP,66,552
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811891,6,TCP,66,553
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811891,6,TCP,1514,554
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811891,6,TCP,1514,555
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811893,6,TCP,66,556
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811893,6,TCP,66,557
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811894,6,TCP,1514,558
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811894,6,TCP,1514,559
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811895,6,TCP,1514,560
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811895,6,TCP,1514,561
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811896,6,TCP,66,562
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811896,6,TCP,1514,563
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811896,6,TCP,1514,564
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811898,6,TCP,66,565
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811898,6,TCP,1514,566
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811898,6,TCP,1514,567
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811898,6,TCP,66,568
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811899,6,TCP,1514,569
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811899,6,TCP,1514,570
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811900,6,TCP,1514,571
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811900,6,TCP,1514,572
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811900,6,TCP,66,573
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811901,6,TCP,1514,574
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811901,6,TCP,1514,575
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811901,6,TCP,66,576
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811902,6,TCP,66,577
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811902,6,TCP,1514,578
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811902,6,TCP,1514,579
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811903,6,TCP,1514,580
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811903,6,TCP,1514,581
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811903,6,TCP,66,582
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811904,6,TCP,1514,583
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811904,6,TCP,1514,584
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811905,6,TCP,1514,585
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811905,6,TCP,1514,586
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811906,6,TCP,1514,587
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811906,6,TCP,1514,588
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811906,6,TCP,66,589
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811907,6,TCP,1514,590
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811907,6,TCP,1514,591
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811907,6,TCP,66,592
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811908,6,TCP,1514,593
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811908,6,TCP,1514,594
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811909,6,TCP,1514,595
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811909,6,TCP,1514,596
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811909,6,TCP,66,597
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811910,6,TCP,1514,598
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811910,6,TCP,1514,599
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811911,6,TCP,1514,600
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811911,6,TCP,1514,601
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811912,6,TCP,1514,602
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811912,6,TCP,1514,603
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,604
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,605
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,606
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,607
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,608
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,609
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,610
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,611
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,612
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,613
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,614
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,615
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,616
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,617
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,618
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,619
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,620
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,621
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,622
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,623
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,624
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,625
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,626
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,627
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,628
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,629
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,630
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811944,6,TCP,1514,631
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811947,6,TCP,66,632
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811947,6,TCP,66,633
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811953,6,TCP,66,634
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811953,6,TCP,66,635
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811955,6,TCP,66,636
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811955,6,TCP,66,637
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811955,6,TCP,66,638
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811956,6,TCP,66,639
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811956,6,TCP,66,640
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811958,6,TCP,66,641
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811959,6,TCP,66,642
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811962,6,TCP,1514,643
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811962,6,TCP,1514,644
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811962,6,TCP,1514,645
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811962,6,TCP,1514,646
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811963,6,TCP,1514,647
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811963,6,TCP,1514,648
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811964,6,TCP,1514,649
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811964,6,TCP,1514,650
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811965,6,TCP,1514,651
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811965,6,TCP,1514,652
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811965,6,TCP,66,653
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811965,6,TCP,66,654
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811965,6,TCP,66,655
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811965,6,TCP,66,656
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811965,6,TCP,66,657
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811966,6,TCP,66,658
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811967,6,TCP,1514,659
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811967,6,TCP,1514,660
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811967,6,TCP,66,661
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811967,6,TCP,66,662
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811968,6,TCP,1514,663
200.204.40.71,77.244.224.50,35557,35762,70,1564319811968,6,TCP,136,310
200.204.40.71,77.244.224.50,35557,35762,222,1564319811968,6,TCP,288,311
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811968,6,TCP,1514,664
200.204.40.71,77.244.224.50,35557,35762,139,1564319811968,6,TCP,205,312
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811969,6,TCP,1514,665
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811969,6,TCP,1514,666
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811970,6,TCP,1514,667
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811970,6,TCP,1514,668
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811972,6,TCP,1514,669
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811972,6,TCP,1514,670
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811974,6,TCP,1514,671
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811974,6,TCP,1514,672
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811976,6,TCP,1514,673
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811976,6,TCP,1514,674
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811978,6,TCP,1514,675
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811978,6,TCP,1514,676
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811980,6,TCP,1514,677
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811980,6,TCP,1514,678
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811981,6,TCP,66,679
77.244.224.50,16.162.117.109,28002,35557,-1,1564319811981,6,TCP,66,680
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811982,6,TCP,1514,681
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811982,6,TCP,1514,682
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811983,6,TCP,1514,683
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811983,6,TCP,1514,684
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811984,6,TCP,1514,685
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811984,6,TCP,1514,686
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811985,6,TCP,1514,687
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811985,6,TCP,1514,688
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811986,6,TCP,1514,689
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811986,6,TCP,1514,690
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811988,6,TCP,1514,691
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811988,6,TCP,1514,692
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811989,6,TCP,1514,693
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811989,6,TCP,1514,694
200.204.40.71,77.244.224.50,35557,35762,139,1564319811991,6,TCP,205,313
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811996,6,TCP,1514,695
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811996,6,TCP,1514,696
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811997,6,TCP,1514,697
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811997,6,TCP,1514,698
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811998,6,TCP,1514,699
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811998,6,TCP,1514,700
16.162.117.109,77.244.224.50,35557,28002,1448,1564319811999,6,TCP,1514,701
16.162.117.109,77.244.224.50,35557,28002,105,1564319811999,6,TCP,171,702
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812040,6,TCP,66,703
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812040,6,TCP,66,314
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812040,6,TCP,78,704
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812040,6,TCP,66,315
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812040,6,TCP,78,705
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812040,6,TCP,78,706
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812040,6,TCP,78,707
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812040,6,TCP,78,708
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812040,6,TCP,78,709
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812041,6,TCP,78,710
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812042,6,TCP,78,711
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812042,6,TCP,78,712
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812042,6,TCP,78,713
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812043,6,TCP,78,714
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812043,6,TCP,78,715
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,716
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,717
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,718
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,719
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,720
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,721
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,722
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,723
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812050,6,TCP,78,724
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812054,6,TCP,1514,725
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812054,6,TCP,1514,726
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,727
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812055,6,TCP,1514,728
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,729
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,730
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,731
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,732
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,733
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812055,6,TCP,78,316
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812055,6,TCP,1514,734
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,735
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,736
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,737
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,738
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,739
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812055,6,TCP,78,740
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812055,6,TCP,1514,741
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812056,6,TCP,78,742
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812056,6,TCP,78,743
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812057,6,TCP,78,744
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812057,6,TCP,78,745
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812057,6,TCP,66,746
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812057,6,TCP,66,747
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812057,6,TCP,1514,748
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812058,6,TCP,66,749
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812059,6,TCP,66,750
200.204.40.71,77.244.224.50,35557,35762,1064,1564319812060,6,TCP,1130,317
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812060,6,TCP,1514,751
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812061,6,TCP,1514,752
200.204.40.71,77.244.224.50,35557,35762,225,1564319812061,6,TCP,291,318
200.204.40.71,77.244.224.50,35557,35762,251,1564319812061,6,TCP,317,319
200.204.40.71,77.244.224.50,35557,35762,66,1564319812062,6,TCP,132,320
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812062,6,TCP,66,321
200.204.40.71,77.244.224.50,35557,35762,239,1564319812062,6,TCP,305,322
200.204.40.71,77.244.224.50,35557,35762,31,1564319812062,6,TCP,97,323
200.204.40.71,77.244.224.50,35557,35762,39,1564319812062,6,TCP,105,324
200.204.40.71,77.244.224.50,35557,35762,95,1564319812062,6,TCP,161,325
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812062,6,TCP,66,753
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812063,6,TCP,66,754
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812063,6,TCP,66,326
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812063,6,TCP,66,327
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812063,6,TCP,1514,755
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812063,6,TCP,1514,756
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812064,6,TCP,1514,757
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812064,6,TCP,66,328
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812065,6,TCP,66,329
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812065,6,TCP,66,330
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812065,6,TCP,66,331
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812065,6,TCP,66,332
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812066,6,TCP,66,758
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812066,6,TCP,66,759
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812066,6,TCP,66,760
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812067,6,TCP,1514,761
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812067,6,TCP,1514,762
77.244.224.50,200.204.40.71,35762,35557,39,1564319812068,6,TCP,105,333
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812068,6,TCP,66,763
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812068,6,TCP,66,764
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812071,6,TCP,1514,765
